Transcript,Transcript
TRINITY_DN258052_c0_g1_i1,TRINITY_DN258052_c0_g1_i1
TRINITY_DN258055_c0_g1_i1,TRINITY_DN258055_c0_g1_i1
TRINITY_DN258058_c0_g1_i1,TRINITY_DN258058_c0_g1_i1
TRINITY_DN258059_c0_g1_i1,TRINITY_DN258059_c0_g1_i1
TRINITY_DN258066_c0_g1_i1,TRINITY_DN258066_c0_g1_i1
TRINITY_DN258068_c0_g1_i1,TRINITY_DN258068_c0_g1_i1
TRINITY_DN258069_c0_g1_i1,TRINITY_DN258069_c0_g1_i1
TRINITY_DN25806_c1_g3_i1,TRINITY_DN25806_c1_g3_i1
TRINITY_DN258071_c0_g1_i1,TRINITY_DN258071_c0_g1_i1
TRINITY_DN258074_c0_g1_i1,TRINITY_DN258074_c0_g1_i1
TRINITY_DN258079_c0_g1_i1,TRINITY_DN258079_c0_g1_i1
TRINITY_DN25807_c0_g1_i1,TRINITY_DN25807_c0_g1_i1
TRINITY_DN258080_c0_g1_i1,TRINITY_DN258080_c0_g1_i1
TRINITY_DN258082_c0_g1_i1,TRINITY_DN258082_c0_g1_i1
TRINITY_DN258083_c0_g1_i1,TRINITY_DN258083_c0_g1_i1
TRINITY_DN258089_c0_g1_i1,TRINITY_DN258089_c0_g1_i1
TRINITY_DN25808_c0_g1_i3,TRINITY_DN25808_c0_g1_i3
TRINITY_DN25808_c0_g2_i2,TRINITY_DN25808_c0_g2_i2
TRINITY_DN258090_c0_g1_i2,TRINITY_DN258090_c0_g1_i2
TRINITY_DN258092_c0_g1_i2,TRINITY_DN258092_c0_g1_i2
TRINITY_DN258097_c0_g1_i1,TRINITY_DN258097_c0_g1_i1
TRINITY_DN2580_c0_g1_i3,TRINITY_DN2580_c0_g1_i3
TRINITY_DN258104_c0_g1_i1,TRINITY_DN258104_c0_g1_i1
TRINITY_DN258105_c0_g1_i1,TRINITY_DN258105_c0_g1_i1
TRINITY_DN258108_c0_g1_i1,TRINITY_DN258108_c0_g1_i1
TRINITY_DN25810_c0_g2_i6,TRINITY_DN25810_c0_g2_i6
TRINITY_DN258113_c0_g1_i1,TRINITY_DN258113_c0_g1_i1
TRINITY_DN25811_c0_g2_i4,TRINITY_DN25811_c0_g2_i4
TRINITY_DN258123_c0_g1_i1,TRINITY_DN258123_c0_g1_i1
TRINITY_DN258125_c0_g1_i1,TRINITY_DN258125_c0_g1_i1
TRINITY_DN258126_c0_g1_i1,TRINITY_DN258126_c0_g1_i1
TRINITY_DN258129_c0_g1_i1,TRINITY_DN258129_c0_g1_i1
TRINITY_DN25812_c0_g1_i1,TRINITY_DN25812_c0_g1_i1
TRINITY_DN25812_c1_g1_i2,TRINITY_DN25812_c1_g1_i2
TRINITY_DN25812_c1_g2_i11,TRINITY_DN25812_c1_g2_i11
TRINITY_DN258134_c0_g1_i1,TRINITY_DN258134_c0_g1_i1
TRINITY_DN258136_c0_g1_i1,TRINITY_DN258136_c0_g1_i1
TRINITY_DN258137_c0_g1_i1,TRINITY_DN258137_c0_g1_i1
TRINITY_DN258138_c0_g1_i1,TRINITY_DN258138_c0_g1_i1
TRINITY_DN258141_c0_g1_i1,TRINITY_DN258141_c0_g1_i1
TRINITY_DN258145_c0_g1_i1,TRINITY_DN258145_c0_g1_i1
TRINITY_DN258148_c0_g1_i2,TRINITY_DN258148_c0_g1_i2
TRINITY_DN25814_c0_g2_i2,TRINITY_DN25814_c0_g2_i2
TRINITY_DN258150_c0_g1_i1,TRINITY_DN258150_c0_g1_i1
TRINITY_DN258159_c0_g1_i1,TRINITY_DN258159_c0_g1_i1
TRINITY_DN25815_c0_g2_i1,TRINITY_DN25815_c0_g2_i1
TRINITY_DN258163_c0_g1_i1,TRINITY_DN258163_c0_g1_i1
TRINITY_DN258168_c0_g1_i1,TRINITY_DN258168_c0_g1_i1
TRINITY_DN25816_c0_g1_i15,TRINITY_DN25816_c0_g1_i15
TRINITY_DN258170_c0_g1_i1,TRINITY_DN258170_c0_g1_i1
TRINITY_DN258173_c0_g1_i1,TRINITY_DN258173_c0_g1_i1
TRINITY_DN258174_c0_g1_i1,TRINITY_DN258174_c0_g1_i1
TRINITY_DN25817_c0_g2_i2,TRINITY_DN25817_c0_g2_i2
TRINITY_DN258184_c0_g1_i1,TRINITY_DN258184_c0_g1_i1
TRINITY_DN258186_c0_g1_i1,TRINITY_DN258186_c0_g1_i1
TRINITY_DN25818_c0_g1_i4,TRINITY_DN25818_c0_g1_i4
TRINITY_DN258190_c0_g1_i1,TRINITY_DN258190_c0_g1_i1
TRINITY_DN258192_c0_g1_i1,TRINITY_DN258192_c0_g1_i1
TRINITY_DN258195_c0_g1_i1,TRINITY_DN258195_c0_g1_i1
TRINITY_DN258196_c0_g1_i1,TRINITY_DN258196_c0_g1_i1
TRINITY_DN25819_c0_g2_i3,TRINITY_DN25819_c0_g2_i3
TRINITY_DN258200_c0_g1_i1,TRINITY_DN258200_c0_g1_i1
TRINITY_DN258201_c0_g1_i1,TRINITY_DN258201_c0_g1_i1
TRINITY_DN258206_c0_g1_i2,TRINITY_DN258206_c0_g1_i2
TRINITY_DN25820_c0_g1_i2,TRINITY_DN25820_c0_g1_i2
TRINITY_DN258214_c0_g1_i1,TRINITY_DN258214_c0_g1_i1
TRINITY_DN258216_c0_g1_i1,TRINITY_DN258216_c0_g1_i1
TRINITY_DN258219_c0_g1_i1,TRINITY_DN258219_c0_g1_i1
TRINITY_DN258231_c0_g1_i1,TRINITY_DN258231_c0_g1_i1
TRINITY_DN258233_c0_g1_i1,TRINITY_DN258233_c0_g1_i1
TRINITY_DN258237_c0_g1_i1,TRINITY_DN258237_c0_g1_i1
TRINITY_DN25823_c0_g1_i1,TRINITY_DN25823_c0_g1_i1
TRINITY_DN258244_c0_g1_i2,TRINITY_DN258244_c0_g1_i2
TRINITY_DN258247_c0_g1_i1,TRINITY_DN258247_c0_g1_i1
TRINITY_DN258249_c0_g1_i1,TRINITY_DN258249_c0_g1_i1
TRINITY_DN25824_c0_g1_i1,TRINITY_DN25824_c0_g1_i1
TRINITY_DN258251_c0_g1_i1,TRINITY_DN258251_c0_g1_i1
TRINITY_DN25825_c0_g1_i1,TRINITY_DN25825_c0_g1_i1
TRINITY_DN25826_c0_g1_i2,TRINITY_DN25826_c0_g1_i2
TRINITY_DN258272_c0_g1_i1,TRINITY_DN258272_c0_g1_i1
TRINITY_DN258274_c0_g1_i1,TRINITY_DN258274_c0_g1_i1
TRINITY_DN258277_c0_g1_i2,TRINITY_DN258277_c0_g1_i2
TRINITY_DN258279_c0_g1_i1,TRINITY_DN258279_c0_g1_i1
TRINITY_DN25827_c0_g1_i1,TRINITY_DN25827_c0_g1_i1
TRINITY_DN25827_c0_g4_i1,TRINITY_DN25827_c0_g4_i1
TRINITY_DN25827_c1_g1_i1,TRINITY_DN25827_c1_g1_i1
TRINITY_DN258280_c0_g1_i2,TRINITY_DN258280_c0_g1_i2
TRINITY_DN258288_c0_g1_i2,TRINITY_DN258288_c0_g1_i2
TRINITY_DN25828_c0_g1_i3,TRINITY_DN25828_c0_g1_i3
TRINITY_DN258295_c0_g1_i1,TRINITY_DN258295_c0_g1_i1
TRINITY_DN258298_c0_g1_i1,TRINITY_DN258298_c0_g1_i1
TRINITY_DN2582_c0_g1_i2,TRINITY_DN2582_c0_g1_i2
TRINITY_DN2582_c0_g2_i5,TRINITY_DN2582_c0_g2_i5
TRINITY_DN258300_c0_g1_i1,TRINITY_DN258300_c0_g1_i1
TRINITY_DN258305_c0_g1_i1,TRINITY_DN258305_c0_g1_i1
TRINITY_DN258309_c0_g1_i1,TRINITY_DN258309_c0_g1_i1
TRINITY_DN25830_c0_g1_i4,TRINITY_DN25830_c0_g1_i4
TRINITY_DN25831_c0_g1_i2,TRINITY_DN25831_c0_g1_i2
TRINITY_DN25831_c0_g2_i1,TRINITY_DN25831_c0_g2_i1
TRINITY_DN258328_c0_g1_i1,TRINITY_DN258328_c0_g1_i1
TRINITY_DN258331_c0_g1_i1,TRINITY_DN258331_c0_g1_i1
TRINITY_DN258336_c0_g1_i1,TRINITY_DN258336_c0_g1_i1
TRINITY_DN258339_c0_g1_i1,TRINITY_DN258339_c0_g1_i1
TRINITY_DN25833_c0_g1_i3,TRINITY_DN25833_c0_g1_i3
TRINITY_DN258340_c0_g1_i1,TRINITY_DN258340_c0_g1_i1
TRINITY_DN258345_c0_g1_i1,TRINITY_DN258345_c0_g1_i1
TRINITY_DN258347_c0_g1_i1,TRINITY_DN258347_c0_g1_i1
TRINITY_DN258349_c0_g1_i1,TRINITY_DN258349_c0_g1_i1
TRINITY_DN25834_c0_g1_i2,TRINITY_DN25834_c0_g1_i2
TRINITY_DN258350_c0_g1_i1,TRINITY_DN258350_c0_g1_i1
TRINITY_DN25835_c0_g1_i2,TRINITY_DN25835_c0_g1_i2
TRINITY_DN258367_c0_g1_i1,TRINITY_DN258367_c0_g1_i1
TRINITY_DN258369_c0_g1_i1,TRINITY_DN258369_c0_g1_i1
TRINITY_DN258375_c0_g1_i1,TRINITY_DN258375_c0_g1_i1
TRINITY_DN258376_c0_g1_i1,TRINITY_DN258376_c0_g1_i1
TRINITY_DN258377_c0_g1_i1,TRINITY_DN258377_c0_g1_i1
TRINITY_DN258383_c0_g1_i1,TRINITY_DN258383_c0_g1_i1
TRINITY_DN258388_c0_g1_i1,TRINITY_DN258388_c0_g1_i1
TRINITY_DN258389_c0_g1_i3,TRINITY_DN258389_c0_g1_i3
TRINITY_DN25838_c0_g1_i1,TRINITY_DN25838_c0_g1_i1
TRINITY_DN258399_c0_g1_i1,TRINITY_DN258399_c0_g1_i1
TRINITY_DN25839_c0_g1_i11,TRINITY_DN25839_c0_g1_i11
TRINITY_DN25839_c1_g1_i9,TRINITY_DN25839_c1_g1_i9
TRINITY_DN2583_c0_g1_i13,TRINITY_DN2583_c0_g1_i13
TRINITY_DN258403_c0_g1_i2,TRINITY_DN258403_c0_g1_i2
TRINITY_DN258407_c0_g1_i1,TRINITY_DN258407_c0_g1_i1
TRINITY_DN258408_c0_g1_i1,TRINITY_DN258408_c0_g1_i1
TRINITY_DN258409_c0_g1_i1,TRINITY_DN258409_c0_g1_i1
TRINITY_DN25840_c0_g1_i3,TRINITY_DN25840_c0_g1_i3
TRINITY_DN25840_c0_g2_i2,TRINITY_DN25840_c0_g2_i2
TRINITY_DN258410_c0_g1_i1,TRINITY_DN258410_c0_g1_i1
TRINITY_DN258411_c0_g1_i1,TRINITY_DN258411_c0_g1_i1
TRINITY_DN258415_c0_g1_i1,TRINITY_DN258415_c0_g1_i1
TRINITY_DN258417_c0_g1_i1,TRINITY_DN258417_c0_g1_i1
TRINITY_DN25841_c0_g1_i1,TRINITY_DN25841_c0_g1_i1
TRINITY_DN258423_c0_g1_i1,TRINITY_DN258423_c0_g1_i1
TRINITY_DN258425_c0_g1_i1,TRINITY_DN258425_c0_g1_i1
TRINITY_DN25842_c0_g1_i1,TRINITY_DN25842_c0_g1_i1
TRINITY_DN258430_c0_g1_i1,TRINITY_DN258430_c0_g1_i1
TRINITY_DN25843_c0_g1_i1,TRINITY_DN25843_c0_g1_i1
TRINITY_DN25843_c1_g2_i15,TRINITY_DN25843_c1_g2_i15
TRINITY_DN258441_c0_g1_i1,TRINITY_DN258441_c0_g1_i1
TRINITY_DN258443_c0_g1_i1,TRINITY_DN258443_c0_g1_i1
TRINITY_DN258448_c0_g1_i1,TRINITY_DN258448_c0_g1_i1
TRINITY_DN258452_c0_g1_i1,TRINITY_DN258452_c0_g1_i1
TRINITY_DN25845_c0_g1_i1,TRINITY_DN25845_c0_g1_i1
TRINITY_DN258460_c0_g1_i1,TRINITY_DN258460_c0_g1_i1
TRINITY_DN258462_c0_g1_i1,TRINITY_DN258462_c0_g1_i1
TRINITY_DN258466_c0_g1_i1,TRINITY_DN258466_c0_g1_i1
TRINITY_DN258468_c0_g1_i1,TRINITY_DN258468_c0_g1_i1
TRINITY_DN258469_c0_g1_i1,TRINITY_DN258469_c0_g1_i1
TRINITY_DN25846_c0_g1_i1,TRINITY_DN25846_c0_g1_i1
TRINITY_DN258474_c0_g1_i1,TRINITY_DN258474_c0_g1_i1
TRINITY_DN258475_c0_g1_i1,TRINITY_DN258475_c0_g1_i1
TRINITY_DN258479_c0_g1_i1,TRINITY_DN258479_c0_g1_i1
TRINITY_DN258484_c0_g1_i2,TRINITY_DN258484_c0_g1_i2
TRINITY_DN258491_c0_g1_i2,TRINITY_DN258491_c0_g1_i2
TRINITY_DN258494_c0_g1_i1,TRINITY_DN258494_c0_g1_i1
TRINITY_DN258498_c0_g1_i1,TRINITY_DN258498_c0_g1_i1
TRINITY_DN25849_c0_g2_i2,TRINITY_DN25849_c0_g2_i2
TRINITY_DN2584_c0_g1_i1,TRINITY_DN2584_c0_g1_i1
TRINITY_DN2584_c1_g1_i9,TRINITY_DN2584_c1_g1_i9
TRINITY_DN2584_c2_g1_i11,TRINITY_DN2584_c2_g1_i11
TRINITY_DN258500_c0_g1_i1,TRINITY_DN258500_c0_g1_i1
TRINITY_DN258509_c0_g1_i1,TRINITY_DN258509_c0_g1_i1
TRINITY_DN25850_c0_g2_i2,TRINITY_DN25850_c0_g2_i2
TRINITY_DN258523_c0_g1_i2,TRINITY_DN258523_c0_g1_i2
TRINITY_DN258526_c0_g1_i1,TRINITY_DN258526_c0_g1_i1
TRINITY_DN258528_c0_g1_i1,TRINITY_DN258528_c0_g1_i1
TRINITY_DN25852_c0_g1_i5,TRINITY_DN25852_c0_g1_i5
TRINITY_DN258534_c0_g1_i1,TRINITY_DN258534_c0_g1_i1
TRINITY_DN258537_c0_g1_i1,TRINITY_DN258537_c0_g1_i1
TRINITY_DN258538_c0_g1_i1,TRINITY_DN258538_c0_g1_i1
TRINITY_DN25853_c0_g2_i2,TRINITY_DN25853_c0_g2_i2
TRINITY_DN258540_c0_g1_i1,TRINITY_DN258540_c0_g1_i1
TRINITY_DN258541_c0_g1_i1,TRINITY_DN258541_c0_g1_i1
TRINITY_DN258546_c0_g1_i1,TRINITY_DN258546_c0_g1_i1
TRINITY_DN258547_c0_g1_i1,TRINITY_DN258547_c0_g1_i1
TRINITY_DN25854_c0_g1_i4,TRINITY_DN25854_c0_g1_i4
TRINITY_DN258550_c0_g1_i1,TRINITY_DN258550_c0_g1_i1
TRINITY_DN258555_c0_g1_i1,TRINITY_DN258555_c0_g1_i1
TRINITY_DN258556_c0_g1_i1,TRINITY_DN258556_c0_g1_i1
TRINITY_DN258559_c0_g1_i1,TRINITY_DN258559_c0_g1_i1
TRINITY_DN25855_c0_g1_i5,TRINITY_DN25855_c0_g1_i5
TRINITY_DN25855_c0_g2_i1,TRINITY_DN25855_c0_g2_i1
TRINITY_DN258570_c0_g1_i1,TRINITY_DN258570_c0_g1_i1
TRINITY_DN258574_c0_g1_i1,TRINITY_DN258574_c0_g1_i1
TRINITY_DN258576_c0_g1_i1,TRINITY_DN258576_c0_g1_i1
TRINITY_DN258580_c0_g1_i1,TRINITY_DN258580_c0_g1_i1
TRINITY_DN258582_c0_g1_i1,TRINITY_DN258582_c0_g1_i1
TRINITY_DN258584_c0_g1_i1,TRINITY_DN258584_c0_g1_i1
TRINITY_DN258585_c0_g1_i1,TRINITY_DN258585_c0_g1_i1
TRINITY_DN258589_c0_g1_i1,TRINITY_DN258589_c0_g1_i1
TRINITY_DN25858_c0_g1_i1,TRINITY_DN25858_c0_g1_i1
TRINITY_DN258593_c0_g1_i1,TRINITY_DN258593_c0_g1_i1
TRINITY_DN258597_c0_g1_i1,TRINITY_DN258597_c0_g1_i1
TRINITY_DN258598_c0_g1_i1,TRINITY_DN258598_c0_g1_i1
TRINITY_DN2585_c0_g1_i4,TRINITY_DN2585_c0_g1_i4
TRINITY_DN2585_c1_g1_i2,TRINITY_DN2585_c1_g1_i2
TRINITY_DN258602_c0_g1_i1,TRINITY_DN258602_c0_g1_i1
TRINITY_DN258603_c0_g1_i1,TRINITY_DN258603_c0_g1_i1
TRINITY_DN258604_c0_g1_i1,TRINITY_DN258604_c0_g1_i1
TRINITY_DN258605_c0_g1_i2,TRINITY_DN258605_c0_g1_i2
TRINITY_DN258607_c0_g1_i1,TRINITY_DN258607_c0_g1_i1
TRINITY_DN25860_c0_g1_i2,TRINITY_DN25860_c0_g1_i2
TRINITY_DN258613_c0_g1_i1,TRINITY_DN258613_c0_g1_i1
TRINITY_DN258617_c0_g1_i1,TRINITY_DN258617_c0_g1_i1
TRINITY_DN258618_c0_g1_i1,TRINITY_DN258618_c0_g1_i1
TRINITY_DN258619_c0_g1_i1,TRINITY_DN258619_c0_g1_i1
TRINITY_DN25861_c1_g2_i1,TRINITY_DN25861_c1_g2_i1
TRINITY_DN258621_c0_g1_i1,TRINITY_DN258621_c0_g1_i1
TRINITY_DN258625_c0_g1_i1,TRINITY_DN258625_c0_g1_i1
TRINITY_DN258626_c0_g1_i1,TRINITY_DN258626_c0_g1_i1
TRINITY_DN258627_c0_g1_i1,TRINITY_DN258627_c0_g1_i1
TRINITY_DN25862_c0_g2_i4,TRINITY_DN25862_c0_g2_i4
TRINITY_DN25862_c0_g3_i1,TRINITY_DN25862_c0_g3_i1
TRINITY_DN25862_c3_g1_i2,TRINITY_DN25862_c3_g1_i2
TRINITY_DN258633_c0_g1_i1,TRINITY_DN258633_c0_g1_i1
TRINITY_DN258634_c0_g1_i1,TRINITY_DN258634_c0_g1_i1
TRINITY_DN25863_c0_g1_i1,TRINITY_DN25863_c0_g1_i1
TRINITY_DN258640_c0_g1_i1,TRINITY_DN258640_c0_g1_i1
TRINITY_DN258647_c0_g1_i1,TRINITY_DN258647_c0_g1_i1
TRINITY_DN258652_c0_g1_i1,TRINITY_DN258652_c0_g1_i1
TRINITY_DN258654_c0_g1_i1,TRINITY_DN258654_c0_g1_i1
TRINITY_DN258656_c0_g1_i1,TRINITY_DN258656_c0_g1_i1
TRINITY_DN25865_c0_g1_i1,TRINITY_DN25865_c0_g1_i1
TRINITY_DN258660_c0_g1_i1,TRINITY_DN258660_c0_g1_i1
TRINITY_DN25866_c0_g1_i4,TRINITY_DN25866_c0_g1_i4
TRINITY_DN258674_c0_g1_i1,TRINITY_DN258674_c0_g1_i1
TRINITY_DN258675_c0_g1_i1,TRINITY_DN258675_c0_g1_i1
TRINITY_DN258676_c0_g1_i1,TRINITY_DN258676_c0_g1_i1
TRINITY_DN258678_c0_g1_i1,TRINITY_DN258678_c0_g1_i1
TRINITY_DN258679_c0_g1_i1,TRINITY_DN258679_c0_g1_i1
TRINITY_DN25867_c0_g2_i1,TRINITY_DN25867_c0_g2_i1
TRINITY_DN258680_c0_g1_i1,TRINITY_DN258680_c0_g1_i1
TRINITY_DN258689_c0_g1_i1,TRINITY_DN258689_c0_g1_i1
TRINITY_DN25868_c0_g1_i2,TRINITY_DN25868_c0_g1_i2
TRINITY_DN25868_c1_g1_i4,TRINITY_DN25868_c1_g1_i4
TRINITY_DN258691_c0_g1_i1,TRINITY_DN258691_c0_g1_i1
TRINITY_DN258692_c0_g1_i1,TRINITY_DN258692_c0_g1_i1
TRINITY_DN258694_c0_g1_i1,TRINITY_DN258694_c0_g1_i1
TRINITY_DN258699_c0_g1_i1,TRINITY_DN258699_c0_g1_i1
TRINITY_DN25869_c0_g1_i10,TRINITY_DN25869_c0_g1_i10
TRINITY_DN2586_c1_g1_i11,TRINITY_DN2586_c1_g1_i11
TRINITY_DN258701_c0_g1_i1,TRINITY_DN258701_c0_g1_i1
TRINITY_DN25871_c0_g1_i5,TRINITY_DN25871_c0_g1_i5
TRINITY_DN25872_c1_g1_i2,TRINITY_DN25872_c1_g1_i2
TRINITY_DN258738_c0_g1_i2,TRINITY_DN258738_c0_g1_i2
TRINITY_DN25873_c0_g1_i1,TRINITY_DN25873_c0_g1_i1
TRINITY_DN258743_c0_g1_i1,TRINITY_DN258743_c0_g1_i1
TRINITY_DN25874_c0_g1_i2,TRINITY_DN25874_c0_g1_i2
TRINITY_DN258753_c0_g1_i1,TRINITY_DN258753_c0_g1_i1
TRINITY_DN258757_c0_g1_i1,TRINITY_DN258757_c0_g1_i1
TRINITY_DN258758_c0_g1_i1,TRINITY_DN258758_c0_g1_i1
TRINITY_DN25875_c0_g1_i3,TRINITY_DN25875_c0_g1_i3
TRINITY_DN258760_c0_g1_i1,TRINITY_DN258760_c0_g1_i1
TRINITY_DN25876_c0_g1_i1,TRINITY_DN25876_c0_g1_i1
TRINITY_DN258770_c0_g1_i2,TRINITY_DN258770_c0_g1_i2
TRINITY_DN25877_c0_g1_i3,TRINITY_DN25877_c0_g1_i3
TRINITY_DN258781_c0_g1_i1,TRINITY_DN258781_c0_g1_i1
TRINITY_DN258783_c0_g1_i1,TRINITY_DN258783_c0_g1_i1
TRINITY_DN258794_c0_g1_i1,TRINITY_DN258794_c0_g1_i1
TRINITY_DN258796_c0_g1_i1,TRINITY_DN258796_c0_g1_i1
TRINITY_DN258797_c0_g1_i1,TRINITY_DN258797_c0_g1_i1
TRINITY_DN25879_c0_g1_i5,TRINITY_DN25879_c0_g1_i5
TRINITY_DN25879_c1_g1_i9,TRINITY_DN25879_c1_g1_i9
TRINITY_DN258803_c0_g1_i1,TRINITY_DN258803_c0_g1_i1
TRINITY_DN258804_c0_g1_i1,TRINITY_DN258804_c0_g1_i1
TRINITY_DN258805_c0_g1_i1,TRINITY_DN258805_c0_g1_i1
TRINITY_DN258808_c0_g1_i2,TRINITY_DN258808_c0_g1_i2
TRINITY_DN25880_c0_g1_i18,TRINITY_DN25880_c0_g1_i18
TRINITY_DN25880_c0_g3_i3,TRINITY_DN25880_c0_g3_i3
TRINITY_DN258810_c0_g1_i1,TRINITY_DN258810_c0_g1_i1
TRINITY_DN258814_c0_g1_i1,TRINITY_DN258814_c0_g1_i1
TRINITY_DN25881_c0_g1_i1,TRINITY_DN25881_c0_g1_i1
TRINITY_DN258822_c0_g1_i1,TRINITY_DN258822_c0_g1_i1
TRINITY_DN258830_c0_g1_i1,TRINITY_DN258830_c0_g1_i1
TRINITY_DN258832_c0_g1_i1,TRINITY_DN258832_c0_g1_i1
TRINITY_DN258837_c0_g1_i1,TRINITY_DN258837_c0_g1_i1
TRINITY_DN258841_c0_g1_i1,TRINITY_DN258841_c0_g1_i1
TRINITY_DN258844_c0_g1_i1,TRINITY_DN258844_c0_g1_i1
TRINITY_DN25884_c0_g1_i7,TRINITY_DN25884_c0_g1_i7
TRINITY_DN25884_c0_g2_i3,TRINITY_DN25884_c0_g2_i3
TRINITY_DN25884_c1_g1_i2,TRINITY_DN25884_c1_g1_i2
TRINITY_DN258864_c0_g1_i1,TRINITY_DN258864_c0_g1_i1
TRINITY_DN258871_c0_g1_i1,TRINITY_DN258871_c0_g1_i1
TRINITY_DN258876_c0_g1_i1,TRINITY_DN258876_c0_g1_i1
TRINITY_DN258877_c0_g1_i1,TRINITY_DN258877_c0_g1_i1
TRINITY_DN258880_c0_g1_i1,TRINITY_DN258880_c0_g1_i1
TRINITY_DN258883_c0_g1_i1,TRINITY_DN258883_c0_g1_i1
TRINITY_DN258884_c0_g1_i1,TRINITY_DN258884_c0_g1_i1
TRINITY_DN258886_c0_g1_i1,TRINITY_DN258886_c0_g1_i1
TRINITY_DN258890_c0_g1_i1,TRINITY_DN258890_c0_g1_i1
TRINITY_DN258891_c0_g1_i1,TRINITY_DN258891_c0_g1_i1
TRINITY_DN258892_c0_g1_i1,TRINITY_DN258892_c0_g1_i1
TRINITY_DN258898_c0_g1_i1,TRINITY_DN258898_c0_g1_i1
TRINITY_DN258899_c0_g1_i1,TRINITY_DN258899_c0_g1_i1
TRINITY_DN2588_c0_g1_i7,TRINITY_DN2588_c0_g1_i7
TRINITY_DN258904_c0_g1_i1,TRINITY_DN258904_c0_g1_i1
TRINITY_DN258908_c0_g1_i3,TRINITY_DN258908_c0_g1_i3
TRINITY_DN258910_c0_g1_i1,TRINITY_DN258910_c0_g1_i1
TRINITY_DN258911_c0_g1_i1,TRINITY_DN258911_c0_g1_i1
TRINITY_DN258916_c0_g1_i1,TRINITY_DN258916_c0_g1_i1
TRINITY_DN258917_c0_g1_i1,TRINITY_DN258917_c0_g1_i1
TRINITY_DN258919_c0_g1_i1,TRINITY_DN258919_c0_g1_i1
TRINITY_DN25891_c0_g1_i1,TRINITY_DN25891_c0_g1_i1
TRINITY_DN25891_c0_g2_i2,TRINITY_DN25891_c0_g2_i2
TRINITY_DN258920_c0_g1_i1,TRINITY_DN258920_c0_g1_i1
TRINITY_DN258923_c0_g1_i1,TRINITY_DN258923_c0_g1_i1
TRINITY_DN258927_c0_g1_i1,TRINITY_DN258927_c0_g1_i1
TRINITY_DN258929_c0_g1_i1,TRINITY_DN258929_c0_g1_i1
TRINITY_DN25892_c0_g1_i1,TRINITY_DN25892_c0_g1_i1
TRINITY_DN258934_c0_g1_i1,TRINITY_DN258934_c0_g1_i1
TRINITY_DN258936_c0_g1_i1,TRINITY_DN258936_c0_g1_i1
TRINITY_DN258939_c0_g1_i1,TRINITY_DN258939_c0_g1_i1
TRINITY_DN25893_c1_g1_i2,TRINITY_DN25893_c1_g1_i2
TRINITY_DN258940_c0_g1_i1,TRINITY_DN258940_c0_g1_i1
TRINITY_DN258942_c0_g1_i1,TRINITY_DN258942_c0_g1_i1
TRINITY_DN258947_c0_g1_i1,TRINITY_DN258947_c0_g1_i1
TRINITY_DN258948_c0_g1_i1,TRINITY_DN258948_c0_g1_i1
TRINITY_DN25894_c0_g1_i1,TRINITY_DN25894_c0_g1_i1
TRINITY_DN258951_c0_g1_i1,TRINITY_DN258951_c0_g1_i1
TRINITY_DN258953_c0_g1_i1,TRINITY_DN258953_c0_g1_i1
TRINITY_DN258955_c0_g1_i1,TRINITY_DN258955_c0_g1_i1
TRINITY_DN258956_c0_g1_i1,TRINITY_DN258956_c0_g1_i1
TRINITY_DN25895_c0_g1_i1,TRINITY_DN25895_c0_g1_i1
TRINITY_DN258960_c0_g1_i1,TRINITY_DN258960_c0_g1_i1
TRINITY_DN258966_c0_g1_i1,TRINITY_DN258966_c0_g1_i1
TRINITY_DN258979_c0_g1_i1,TRINITY_DN258979_c0_g1_i1
TRINITY_DN25897_c0_g1_i1,TRINITY_DN25897_c0_g1_i1
TRINITY_DN258983_c0_g1_i1,TRINITY_DN258983_c0_g1_i1
TRINITY_DN258985_c0_g1_i1,TRINITY_DN258985_c0_g1_i1
TRINITY_DN258987_c0_g1_i1,TRINITY_DN258987_c0_g1_i1
TRINITY_DN258998_c0_g1_i1,TRINITY_DN258998_c0_g1_i1
TRINITY_DN25899_c0_g1_i6,TRINITY_DN25899_c0_g1_i6
TRINITY_DN25899_c0_g2_i21,TRINITY_DN25899_c0_g2_i21
TRINITY_DN2589_c0_g1_i1,TRINITY_DN2589_c0_g1_i1
TRINITY_DN2589_c1_g1_i2,TRINITY_DN2589_c1_g1_i2
TRINITY_DN2589_c1_g2_i1,TRINITY_DN2589_c1_g2_i1
TRINITY_DN259006_c0_g1_i1,TRINITY_DN259006_c0_g1_i1
TRINITY_DN259007_c0_g1_i1,TRINITY_DN259007_c0_g1_i1
TRINITY_DN259009_c0_g1_i1,TRINITY_DN259009_c0_g1_i1
TRINITY_DN259011_c0_g1_i1,TRINITY_DN259011_c0_g1_i1
TRINITY_DN259012_c0_g1_i1,TRINITY_DN259012_c0_g1_i1
TRINITY_DN259015_c0_g1_i1,TRINITY_DN259015_c0_g1_i1
TRINITY_DN259017_c0_g1_i1,TRINITY_DN259017_c0_g1_i1
TRINITY_DN259021_c0_g1_i1,TRINITY_DN259021_c0_g1_i1
TRINITY_DN259023_c0_g1_i1,TRINITY_DN259023_c0_g1_i1
TRINITY_DN259026_c0_g1_i1,TRINITY_DN259026_c0_g1_i1
